ID	Tweet	Affect Dimension	Intensity Score
2018-Ar-04174	لا توجد سعادة دائمة في الدنيا ولاحزن باقي كلها فواصل لمراحل جديدة فابتسم لأجملها وتجاهل أتعسها وقل الحمد لله على كل شيء 😍 👑 ✨ #لنفسك #سعاده	joy	0.453
2018-Ar-02724	@ana_khlod باقي ساعتين ونص 😄	joy	0.406
2018-Ar-04222	@h3yran والله ياخوك مدري بس الافراح كانت عارمه😂💔	joy	0.672
2018-Ar-00379	وانت طيب وبخير يا حبي وبعوده علينا وعليكم الأيام بخير وسعاده يارب	joy	0.547
2018-Ar-01468	فرحة مختلطة بخوف 🌝 ✨	joy	0.219
2018-Ar-01279	#اللهم أرزقها #سعادة لاتنتهي وراحة #بال لاتنجلي وأغمر قلبهاا #فرحاا وروحها #سكينة وحقق لها كل #ماتتمني وبارك لها فيه 🙏 🙏 🌙	joy	0.781
2018-Ar-00438	فستاني وصل احسني سعيدة 💃 🏻 😩 💘 لكن احس لو اكل لقيماتة وحدة من الحين لنهاية الشهر مابيتسكر يوم الزواج🤦 🏻 ‍♀️ 😂	joy	0.750
2018-Ar-03812	الف مليون مبروك الثقة الملكية أمير شاب وممارس للرياضة مثلك واثق انك راح تسوي نقلة كبيرة كلنا ثقة فيك ❤️❤️	joy	0.609
2018-Ar-01280	#لا راحة تعادل راحة ⁧ #صلاة_الفجر ⁩ #رضا داخلي و انشراح صدري لا مثيل له اللهم أعنا على قيامها دوما	joy	0.469
2018-Ar-01572	@DvLZStaTioN #DVLZX نبغى تحية لخوانك من العراق والله احبك 😗	joy	0.469
2018-Ar-02198	صباح الخير ✋ 🏻 صاحية من النوم عندي رغبة شديدة في اني البس فستان حلو وهيلز واظبط نفسي وأسهر أحضر حفلة لطيفة كده في مكان لطيف مثلا يعني 🤷 🏻 ‍♀️	joy	0.597
2018-Ar-03205	وكأن الرافعي يصف حالي 😆 عندما قال : فوالله إن الحب خير محاسني** ووالله إن الحب شر عيوبي - يشعر بالحماسة	joy	0.403
2018-Ar-00121	@trust_21 @hlatebrohe احب الي يتكلم عن تجاربه لانه يشجع الاخر على هالمغامرة مش الي ينقل وبس فاشكرا لك ابرار	joy	0.266
2018-Ar-00836	#عوده_اخطر_معلمين_في_العالم\nوعليكم السلام ايوه صباح الانشكاح	joy	0.438
2018-Ar-03464	#غرد_بدعاء_مع_فوضة_مشاعر ربي أنت الوحيد الذي تعطي ولا تمن بعطائك انت الكريم ربي رجوتك فرحة تسر بها خواطرنا 💓	joy	0.500
2018-Ar-03641	وشكرا ع كدة 👏 😂 غايته ياحج عيد سعيد عليك والسنة الجاية تبقي إعلان خطوبتك إن شاء الله ❤ 😂	joy	0.672
2018-Ar-01147	شعور حلو أنك تفتحين جوالك ع خبر حلو وفرحة ل صديقة العمر عمري أنا الي صارت ام 😭 💜 💜	joy	0.781
2018-Ar-04128	@cherryredwine__ ايه المشكله يبقى ١٥ حلقه وينزلوا حلقتين ف الاسبوع , التشويق هيزيد ومش هيحتاجوا مط	joy	0.210
2018-Ar-03991	السنه الي فاتت شله النقاد الالكترونين  صدعو الي خلفونا بافراح القبه   اتفرجت عليه عجبني فشخ  في وقته  .فات سنه اهو  اكتشفت انه مسلسل خريان	joy	0.203
2018-Ar-04381	يارب بحق سقوط المطر حقق كل أمنياتي وابعد عني وعن احبتي كل شر واحفظهم لي 🙏 #مطر 💦 💦 💓 💓	joy	0.438
2018-Ar-01664	كسم خفة رامز جلال ههه خالص	joy	0.250
2018-Ar-04096	حراس المرمى عادة يواصلون الى بعد سن الاربعين مثال الحارس بوفون عمره ٤٢ سنة ولازال متألق	joy	0.234
2018-Ar-02495	#هدوء #عمرو دياب #مزاج ❤️❤️❤️❤️❤️	joy	0.438
2018-Ar-02053	@A_F_alajmiii والله انك نشمي وكفو يا حبي لكم يا أهل الكويت 😘	joy	0.453
2018-Ar-03452	#السعادة قناعتك ورضاك بما تملك وليست فيما تملك #صباحكم_سعادة و #قناعة	joy	0.742
2018-Ar-03267	صباحووو يا حلوووين 😍✊\nبدنا نلعب لعبةة يلي قدها يعلق 😉😜\n#حنين ☺	joy	0.500
2018-Ar-00607	ايه كمية الانشكاح دا مش فاهمه 😂😂	joy	0.672
2018-Ar-04012	@dammam1974 هذا شخص مافيه مثله اثنين اتوقع ..جمال حنيه رومنسيه وش احكي وش اخلي💔💔💔	joy	0.531
2018-Ar-02207	@dena1985h احب حسابك و احب كل اللي تكتبيه جد تفيدينا كثير❤️الله يسعدك سعادة الدارين❤️❤️	joy	0.625
2018-Ar-02217	أحب رفقتك الي تمليني فرح دايما يا عسى ربي بالفرح يديمك ربي يحفظك 😢 💜 ❤️ يسلموو ياغناتي ماانحرم منك يارب	joy	0.609
2018-Ar-00521	انا لسه بحبك  #الفرحة_انك	joy	0.547
2018-Ar-03781	صباح الخير و الفرح ب #يوم_المرأة_العالمي انشالله أيامك كلها أعياد مايا	joy	0.531
2018-Ar-01938	تحب الصراحة ستذهب متعة الكرة والتشويق والجدالات ونقاشات مابعد اللقاء هدف أو لا تسلل أو لا ستصبح كالألة مع لعب ألي	joy	0.210
2018-Ar-02399	لا وممكن يحس بيك لو شافك زعلاان جداا او فرحان جداا دا اللى بيحبك بجد زى اهلك كدا ✌ ✋ ودى ناس قليله معدودين ع الصوابع يعنى	joy	0.297
2018-Ar-02990	فى ناس لو #ضحكت نفسى أحنطها من جمالها #مساكم سعادة	joy	0.734
2018-Ar-03224	· بتكبرين ياللي من رضا الأيام جيتي يوم ميلادك فرحة عمر مو تاريخ عابر 💙	joy	0.565
2018-Ar-02257	#دعوة_لولي_العهد_محمد_بن_سلمان انا متفائل انه راح يقود المملكة ل مستقبل مشرق بأذن الله كان الله معك في اي خطوه وقرار تتخذه	joy	0.419
2018-Ar-03741	شاكس وعش روح الدعابة والمرح مازح واترك عنك التضجر والترح وابتسم فوجهك حين يشرق باسما تحلو الحياة ويملأ القلب الفرح	joy	0.453
2018-Ar-00446	عيدك سعيد و كل عام و انت بخير اخي و حبيبي فارس ينعاد عليك سنين عديدة يا رب و نحن نشاركك الفرحة يا طيب القلب	joy	0.767
2018-Ar-03174	@HadeerAmin  ههه مخدر القنب الهندي شائع جدا في تونس  و يبعث على النشوة و ينسيك انو بلحة رئيسك مثلا ..	joy	0.484
2018-Ar-02838	#متجر_قهوه_مجيد\nماشاء الله \nالله يزيدك ويبارك لك في رزقك\nتستاهل كل خير...\n\nمدري ليش كل م اشوفك تتوسع بتجارتك آحس بسعاده كبيره 😀	joy	0.656
2018-Ar-02411	#ايه_الي_هيحصل_لو\nمرتضي منصور مات 😃	joy	0.141
